RedFighter,BlueFighter,RedOdds,BlueOdds,RedWinner,RedReturn,BlueReturn,OddsDiff,AgeDiff,ReachDiff,HeightDiff,WinsDiff,LossesDiff,RoundsDiff,TitleBoutDiff,KODiff,SubmissionDiff,WinStreakDiff,LoseStreakDiff,LongestWinStreakDiff,SigStrDiff,SubAttDiff,TDDiff,RankDiff,Date,TitleBout,WeightClass,Gender,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByKO,BlueWinsBySubmission,BlueWins,BlueStance,BlueHeightCms,BlueReachCms,RedCurrentLoseStreak,RedCurrentWinStreak,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByKO,RedWinsBySubmission,RedWins,RedStance,RedHeightCms,RedReachCms,RedAge,BlueAge,BMatchWCRank,RMatchWCRank
Shauna Bannon,Puja Tomar,-210.0,176.0,True,1.4762,0.0,-386.0,0,15.24,2.54,0,1,3,0,0,0,0,0,0,-1.29,0.7,0.0,0,2025-03-22,False,Women's Strawweight,FEMALE,3,0,1,1,0,3,0,0,0,1,Southpaw,162.56,149.86,0,1,1,1,6,0,0,0,1,Switch,165.1,165.1,31,31,20,20
Nathan Fletcher,Caolan Loughran,-174.0,146.0,False,0.0,2.46,-320.0,-1,5.08,2.54,0,-2,-7,0,0,1,1,-1,0,-1.32,0.7,0.37,0,2025-03-22,False,Bantamweight,MALE,3,1,0,1,2,9,0,0,0,1,Orthodox,167.64,172.72,0,1,1,0,2,0,0,1,1,Orthodox,170.18,177.8,27,28,20,20
Guram Kutateladze,Kaue Fernandes,-350.0,280.0,False,0.0,3.8,-630.0,3,-2.54,5.08,1,1,8,0,-1,0,0,0,0,-0.75,0.0,-0.57,0,2025-03-22,False,Lightweight,MALE,3,0,1,1,1,4,0,1,0,1,Orthodox,175.26,185.42,0,1,1,2,12,0,0,0,2,Orthodox,180.34,182.88,33,30,20,20
Brandon Moreno,Steve Erceg,-310.0,220.0,True,1.3226,0.0,-530.0,2,5.08,-2.54,7,3,44,5,2,3,1,-2,0,-0.16,0.0,0.21,-6,2025-03-29,False,Flyweight,MALE,5,2,0,3,2,14,1,1,0,3,Orthodox,172.72,172.72,0,1,3,5,58,6,3,3,10,Orthodox,170.18,177.8,31,29,8,2
Manuel Torres,Drew Dober,-124.0,106.0,True,1.8065,0.0,-230.0,-6,7.62,5.08,-10,-9,-45,0,-7,0,0,-1,1,2.81,0.8,1.11,0,2025-03-29,False,Lightweight,MALE,3,2,0,3,10,50,0,10,1,14,Southpaw,172.72,177.8,1,0,4,1,5,0,3,1,4,Switch,177.8,185.42,30,36,20,20
Edgar Chairez,CJ Vergara,-270.0,220.0,True,1.3704,0.0,-490.0,-4,7.62,2.54,-3,-1,-7,0,-2,1,0,-1,-1,-1.37,1.1,0.0,0,2025-03-29,False,Flyweight,MALE,3,2,0,2,4,18,0,2,0,4,Orthodox,167.64,172.72,1,0,1,3,11,0,0,1,1,Orthodox,170.18,180.34,29,33,20,20
Raul Rosas Jr.,Vince Morales,-480.0,370.0,True,1.2083,0.0,-850.0,-14,-7.62,5.08,2,-7,-16,0,0,2,3,-4,1,-2.23,0.4,5.51,0,2025-03-29,False,Bantamweight,MALE,3,4,0,2,8,29,0,1,0,3,Orthodox,170.18,177.8,0,3,3,1,13,0,1,2,5,Switch,175.26,170.18,20,34,20,20
David Martinez,Saimon Oliveira,-770.0,540.0,True,1.1299,0.0,-1310.0,-7,-12.7,2.54,0,-2,-5,0,0,0,1,-2,0,2.2,-1.2,-0.58,0,2025-03-29,False,Bantamweight,MALE,3,2,0,1,2,8,0,0,0,1,Orthodox,162.56,182.88,0,1,1,0,3,0,0,0,1,Orthodox,165.1,170.18,26,33,20,20
Ronaldo Rodriguez,Kevin Borjas,-198.0,166.0,False,0.0,2.66,-364.0,-2,-7.62,2.54,1,-1,0,0,0,1,2,-2,1,-1.25,0.8,1.09,0,2025-03-29,False,Flyweight,MALE,3,2,0,1,2,8,0,0,0,1,Orthodox,165.1,172.72,0,2,2,1,8,0,0,1,2,Orthodox,167.64,165.1,25,27,20,20
Jose Daniel Medina,Ateba Gautier,360.0,-460.0,False,0.0,1.2174,820.0,11,-17.78,-10.16,-1,2,4,0,-1,0,-1,2,-1,-2.31,0.0,-0.1,0,2025-03-29,False,Middleweight,MALE,3,0,1,1,0,2,0,1,0,1,Switch,193.04,205.74,2,0,0,2,6,0,0,0,0,Orthodox,182.88,187.96,33,22,20,20
Christian Rodriguez,Melquizael Costa,-168.0,142.0,False,0.0,2.42,-310.0,-1,0.0,-7.62,3,0,9,0,0,-1,-1,0,2,-0.53,0.0,-0.25,0,2025-03-29,False,Featherweight,MALE,3,0,2,2,2,11,0,0,2,3,Southpaw,177.8,180.34,0,1,4,2,20,0,0,1,6,Orthodox,170.18,180.34,27,28,20,20
Loopy Godinez,Julia Polastri,-240.0,198.0,True,1.4167,0.0,-438.0,4,-5.08,0.0,5,3,22,0,0,1,-1,2,3,-1.79,0.5,2.37,-9,2025-03-29,False,Women's Strawweight,FEMALE,3,0,1,1,2,11,0,0,1,2,Orthodox,157.48,160.02,2,0,4,5,33,0,0,2,7,Orthodox,157.48,154.94,31,27,20,11
Rafa Garcia,Vinc Pichel,-350.0,285.0,True,1.2857,0.0,-635.0,-12,-5.08,-7.62,-3,0,-6,0,-1,1,0,-1,-2,0.5,0.2,0.72,0,2025-03-29,False,Lightweight,MALE,3,2,0,4,4,28,0,1,0,7,Orthodox,177.8,182.88,1,0,2,4,22,0,0,1,4,Orthodox,170.18,177.8,30,42,20,20
Jamall Emmers,Gabriel Miranda,-450.0,350.0,True,1.2222,0.0,-800.0,0,7.62,-2.54,2,3,12,0,1,-1,0,0,0,1.87,-1.6,-2.16,0,2025-03-29,False,Featherweight,MALE,3,1,0,1,2,5,0,0,1,1,Orthodox,180.34,180.34,1,0,1,5,17,0,1,0,3,Orthodox,177.8,187.96,35,35,20,20
MarQuel Mederos,Austin Hubbard,-158.0,134.0,True,1.6329,0.0,-292.0,-5,-5.08,0.0,-2,-6,-22,0,0,0,2,-1,1,1.49,-0.1,-1.4,0,2025-03-29,False,Lightweight,MALE,3,1,0,1,6,26,0,1,0,4,Orthodox,177.8,180.34,0,2,2,0,4,0,1,0,2,Orthodox,177.8,175.26,28,33,20,20
Josh Emmett,Lerone Murphy,440.0,-700.0,False,0.0,1.1429,1140.0,7,-7.62,-7.62,3,4,15,1,2,0,-6,0,-2,-0.67,-0.4,-0.13,-2,2025-04-05,False,Featherweight,MALE,5,0,7,7,0,23,0,2,0,7,Orthodox,175.26,185.42,0,1,5,4,38,1,4,0,10,Orthodox,167.64,177.8,40,33,10,8
Pat Sabatini,Joanderson Brito,-1450.0,770.0,True,1.069,0.0,-2220.0,4,-5.08,0.0,0,0,-1,0,-3,1,1,-1,-1,-0.74,0.4,1.1,0,2025-04-05,False,Featherweight,MALE,3,1,0,5,2,16,0,3,2,6,Orthodox,172.72,182.88,0,1,4,2,15,0,0,3,6,Orthodox,172.72,177.8,34,30,20,20
Cortavious Romious,ChangHo Lee,128.0,-152.0,False,0.0,1.6579,280.0,1,-2.54,-10.16,-2,2,0,0,-2,0,-3,1,-2,-1.97,0.5,-0.91,0,2025-04-05,False,Bantamweight,MALE,3,0,3,3,0,7,0,2,0,3,Orthodox,172.72,175.26,1,0,1,2,7,0,0,0,1,Southpaw,162.56,172.72,31,30,20,20
Brad Tavares,Gerald Meerschaert,-166.0,140.0,True,1.6024,0.0,-306.0,0,-7.62,0.0,3,0,22,0,1,-11,0,1,2,0.4,-1.4,-1.12,0,2025-04-05,False,Middleweight,MALE,3,1,0,3,10,46,0,1,11,12,Southpaw,185.42,195.58,2,0,5,10,68,0,2,0,15,Orthodox,185.42,187.96,37,37,20,20
Ode Osbourne,Luis Gurule,210.0,-255.0,True,3.1,0.0,465.0,2,22.86,5.08,4,6,15,0,2,1,-1,3,1,-1.53,0.4,0.36,0,2025-04-05,False,Flyweight,MALE,3,0,1,1,0,3,0,0,0,1,Orthodox,165.1,162.56,3,0,2,6,18,0,2,1,5,Southpaw,170.18,185.42,33,31,20,20
Torrez Finney,Robert Valentin,-2000.0,1000.0,True,1.05,0.0,-3000.0,-4,-5.08,-15.24,3,-1,4,-1,1,1,3,-1,3,0.48,-1.0,6.27,0,2025-04-05,False,Middleweight,MALE,3,1,0,0,1,2,1,0,0,0,Orthodox,187.96,195.58,0,3,3,0,6,0,1,1,3,Orthodox,172.72,190.5,26,30,20,20
Diana Belbita,Dione Barbosa,730.0,-1150.0,False,0.0,1.087,1880.0,-4,5.08,2.54,0,4,10,0,0,-1,0,1,-1,4.24,-1.7,-1.54,0,2025-04-05,False,Women's Flyweight,FEMALE,3,1,0,2,1,7,0,0,1,2,Orthodox,167.64,167.64,2,0,1,5,17,0,0,0,2,Orthodox,170.18,172.72,28,32,20,20
Rhys McKee,Daniel Frunza,104.0,-122.0,True,2.04,0.0,226.0,-1,12.7,2.54,-1,4,8,0,-1,0,-1,4,-1,1.46,0.0,0.0,0,2025-04-05,False,Welterweight,MALE,3,0,1,1,0,2,0,1,0,1,Orthodox,185.42,185.42,4,0,0,4,10,0,0,0,0,Orthodox,187.96,198.12,29,30,20,20
Loma Lookboonmee,Istela Nunes,-900.0,610.0,True,1.1111,0.0,-1510.0,-3,-12.7,-7.62,6,-2,14,0,0,1,3,-4,3,-0.61,0.1,1.81,0,2025-04-05,False,Women's Strawweight,FEMALE,3,4,0,0,4,9,0,0,0,0,Orthodox,162.56,167.64,0,3,3,2,23,0,0,1,6,Orthodox,154.94,154.94,29,32,20,20
Victor Henry,Pedro Falcao,-1600.0,840.0,True,1.0625,0.0,-2440.0,5,5.08,2.54,2,1,10,0,0,0,0,0,0,3.96,0.3,-1.69,0,2025-04-05,False,Bantamweight,MALE,3,1,0,1,1,6,0,1,0,1,Orthodox,167.64,167.64,1,0,1,2,16,0,1,0,3,Switch,170.18,172.72,37,32,20,20
Martin Buday,Uran Satybaldiev,-168.0,142.0,True,1.5952,0.0,-310.0,3,-5.08,0.0,6,1,16,0,1,1,1,0,5,2.25,-1.6,0.15,0,2025-04-05,False,Heavyweight,MALE,3,0,0,0,0,0,0,0,0,0,Orthodox,193.04,200.66,0,1,5,1,16,0,1,1,6,Orthodox,193.04,195.58,33,30,20,20
Vanessa Demopoulos,Talita Alencar,-112.0,-104.0,False,0.0,1.9615,-8.0,2,2.54,2.54,4,3,14,0,0,1,0,0,2,0.28,-0.1,-2.69,0,2025-04-05,False,Women's Strawweight,FEMALE,3,1,0,1,1,9,0,0,0,1,Orthodox,154.94,147.32,1,0,3,4,23,0,0,1,5,Orthodox,157.48,149.86,36,34,20,20
Alexander Volkanovski,Diego Lopes,-360.0,250.0,True,1.2778,0.0,-610.0,6,-2.54,-12.7,8,1,38,9,3,-1,-5,2,7,2.16,-1.2,0.75,-2,2025-04-12,True,Featherweight,MALE,5,0,5,5,2,15,0,2,1,5,Orthodox,180.34,182.88,2,0,12,3,53,9,5,0,13,Orthodox,167.64,180.34,36,30,3,1
Michael Chandler,Paddy Pimblett,126.0,-160.0,False,0.0,1.625,286.0,8,-5.08,-5.08,-2,4,8,1,2,-2,-6,2,-3,-1.45,-0.6,1.27,-5,2025-04-12,False,Lightweight,MALE,5,0,6,6,0,11,0,1,3,6,Orthodox,177.8,185.42,2,0,3,4,19,1,3,1,4,Orthodox,172.72,180.34,38,30,12,7
Yair Rodriguez,Patricio Pitbull,-164.0,138.0,True,1.6098,0.0,-302.0,-5,10.16,12.7,10,4,43,3,4,1,0,2,6,1.88,0.1,-0.55,-15,2025-04-12,False,Featherweight,MALE,3,0,0,0,0,0,0,0,0,0,Orthodox,167.64,170.18,2,0,6,4,43,3,4,1,10,Orthodox,180.34,180.34,32,37,20,5
Bryce Mitchell,Jean Silva,172.0,-205.0,False,0.0,1.4878,377.0,2,2.54,7.62,3,2,15,0,-3,1,-4,0,1,-2.55,0.6,2.04,-7,2025-04-12,False,Featherweight,MALE,3,0,5,5,0,10,0,4,0,5,Orthodox,170.18,175.26,0,1,6,2,25,0,1,1,8,Southpaw,177.8,177.8,30,28,20,13
Nikita Krylov,Dominick Reyes,-158.0,134.0,False,0.0,2.34,-292.0,-2,0.0,-2.54,3,3,9,-2,-1,4,1,0,-1,-0.63,1.0,1.8,-3,2025-04-12,False,Light Heavyweight,MALE,3,0,2,6,4,23,2,5,1,8,Southpaw,193.04,195.58,0,3,5,7,32,0,4,5,11,Orthodox,190.5,195.58,33,35,11,8
Dan Ige,Sean Woodson,162.0,-194.0,True,2.62,0.0,356.0,1,-17.78,-17.78,3,7,27,0,1,2,-4,2,2,-1.97,-0.1,0.35,-5,2025-04-12,False,Featherweight,MALE,3,0,4,4,1,25,0,3,0,8,Orthodox,187.96,198.12,2,0,6,8,52,0,4,2,11,Orthodox,170.18,180.34,33,32,20,15
Yan Xiaonan,Virna Jandiroba,120.0,-142.0,False,0.0,1.7042,262.0,-1,-2.54,5.08,2,0,12,1,0,-3,-3,0,2,2.42,-1.4,-2.29,-2,2025-04-12,False,Women's Strawweight,FEMALE,3,0,4,4,3,25,0,1,3,7,Orthodox,160.02,162.56,0,1,6,3,37,1,1,0,9,Orthodox,165.1,160.02,35,36,3,1
Jim Miller,Chase Hooper,560.0,-800.0,False,0.0,1.125,1360.0,16,-7.62,-12.7,19,14,76,0,4,9,-3,0,3,-1.58,-0.4,-0.93,0,2025-04-12,False,Lightweight,MALE,3,0,4,4,3,24,0,2,4,8,Southpaw,185.42,187.96,0,1,7,17,100,0,6,13,27,Southpaw,172.72,180.34,41,25,20,20
Darren Elkins,Julian Erosa,230.0,-280.0,False,0.0,1.3571,510.0,5,-7.62,-7.62,10,3,43,0,2,-1,0,0,3,-2.78,0.4,1.14,0,2025-04-12,False,Featherweight,MALE,3,0,2,3,7,32,0,2,4,9,Southpaw,185.42,187.96,0,2,6,10,75,0,4,3,19,Orthodox,177.8,180.34,40,35,20,20
Sedriques Dumas,Michal Oleksiejczuk,160.0,-190.0,False,0.0,1.5263,350.0,-1,12.7,5.08,-3,-5,-12,0,-6,1,1,-3,0,-3.88,0.2,0.28,0,2025-04-12,False,Middleweight,MALE,3,3,0,2,7,25,0,6,0,7,Southpaw,182.88,187.96,0,1,2,2,13,0,0,1,4,Orthodox,187.96,200.66,29,30,20,20
Sumudaerji,Mitch Raposo,-144.0,122.0,True,1.6944,0.0,-266.0,3,20.32,7.62,3,2,10,0,1,0,0,1,3,2.7,0.5,-1.87,0,2025-04-12,False,Flyweight,MALE,3,2,0,0,2,5,0,0,0,0,Switch,165.1,162.56,3,0,3,4,15,0,1,0,3,Southpaw,172.72,182.88,29,26,20,20
Tresean Gore,Marco Tulio,410.0,-550.0,False,0.0,1.1818,960.0,0,2.54,0.0,-1,2,1,0,-2,2,-1,0,-1,-3.28,0.7,0.49,0,2025-04-12,False,Middleweight,MALE,3,0,3,3,0,6,0,2,0,3,Orthodox,182.88,187.96,0,2,2,2,7,0,0,2,2,Switch,182.88,190.5,30,30,20,20
Nora Cornolle,Hailey Cowan,-230.0,190.0,True,1.4348,0.0,-420.0,2,0.0,-2.54,1,0,2,0,1,0,0,0,1,0.07,0.2,-1.73,-7,2025-04-12,False,Women's Bantamweight,FEMALE,3,1,0,1,1,6,0,0,0,1,Southpaw,172.72,170.18,1,0,2,1,8,0,1,0,2,Orthodox,170.18,170.18,35,33,20,13
Ian Machado Garry,Carlos Prates,-164.0,128.0,True,1.6098,0.0,-292.0,-4,-10.16,5.08,3,1,17,0,-2,0,-5,1,3,1.01,0.4,0.71,-6,2025-04-26,False,Welterweight,MALE,5,0,5,5,0,8,0,5,0,5,Switch,185.42,198.12,1,0,8,1,25,0,3,0,8,Orthodox,190.5,187.96,27,31,13,7
Anthony Smith,Zhang Mingyang,295.0,-370.0,False,0.0,1.2703,665.0,10,2.54,5.08,12,13,62,1,4,6,-3,2,0,-4.52,0.6,0.44,-5,2025-04-26,False,Light Heavyweight,MALE,3,0,3,3,0,3,0,3,0,3,Orthodox,187.96,190.5,2,0,3,13,65,1,7,6,15,Orthodox,193.04,193.04,36,26,20,15
Giga Chikadze,David Onama,166.0,-198.0,False,0.0,1.5051,364.0,6,0.0,2.54,3,1,14,0,1,-1,-3,1,4,-1.32,-0.3,-0.87,-8,2025-04-26,False,Featherweight,MALE,3,0,3,3,2,17,0,2,1,5,Orthodox,180.34,187.96,1,0,7,3,31,0,3,0,8,Orthodox,182.88,187.96,36,30,20,12
Michel Pereira,Abus Magomedov,-142.0,120.0,False,0.0,2.2,-262.0,-3,-12.7,-2.54,6,1,18,0,1,2,-2,1,6,1.39,0.3,-1.4,-6,2025-04-26,False,Middleweight,MALE,3,0,2,2,2,12,0,1,1,3,Orthodox,187.96,198.12,1,0,8,3,30,0,2,3,9,Orthodox,185.42,185.42,31,34,20,14
Randy Brown,Nicolas Dalby,-320.0,260.0,True,1.3125,0.0,-580.0,-6,10.16,10.16,6,2,10,0,2,3,0,0,0,0.51,0.4,-0.19,0,2025-04-26,False,Welterweight,MALE,3,1,0,4,4,36,0,1,0,7,Orthodox,180.34,187.96,1,0,4,6,46,0,3,3,13,Orthodox,190.5,198.12,34,40,20,20
Ikram Aliskerov,Andre Muniz,-430.0,340.0,True,1.2326,0.0,-770.0,-3,-5.08,-2.54,-5,-1,-17,0,2,-3,-1,1,-4,4.78,-0.6,-0.78,0,2025-04-26,False,Middleweight,MALE,3,0,1,7,2,21,0,0,4,8,Southpaw,185.42,198.12,1,0,3,1,4,0,2,1,3,Southpaw,182.88,193.04,32,35,20,20
Matt Schnell,Jimmy Flick,-235.0,180.0,True,1.4255,0.0,-415.0,1,5.08,2.54,3,4,14,0,0,0,0,2,2,2.4,-2.3,-1.76,0,2025-04-26,False,Flyweight,MALE,3,1,0,2,3,12,0,0,3,3,Orthodox,170.18,172.72,3,0,4,7,26,0,0,3,6,Orthodox,172.72,177.8,35,34,20,20
Evan Elder,Gauge Young,-210.0,176.0,True,1.4762,0.0,-386.0,4,5.08,2.54,2,1,8,0,0,1,2,-1,2,-0.66,0.5,-0.27,0,2025-04-26,False,Lightweight,MALE,3,1,0,0,1,3,0,0,0,0,Orthodox,175.26,177.8,0,2,2,2,11,0,0,1,2,Switch,177.8,182.88,28,24,20,20
Chris Gutierrez,John Castaneda,-235.0,180.0,True,1.4255,0.0,-415.0,1,-10.16,7.62,4,0,15,0,2,-1,1,-1,2,-0.55,0.0,-1.19,0,2025-04-26,False,Featherweight,MALE,3,1,0,2,3,21,0,1,1,5,Switch,167.64,180.34,0,1,4,3,36,0,3,0,9,Orthodox,175.26,170.18,34,33,20,20
Da'Mon Blackshear,Alatengheili,-850.0,520.0,True,1.1176,0.0,-1370.0,-3,15.24,12.7,-1,1,-6,0,0,3,1,0,0,1.51,1.5,-0.26,0,2025-04-26,False,Bantamweight,MALE,3,0,1,2,2,22,0,1,0,5,Orthodox,165.1,167.64,0,2,2,3,16,0,1,3,4,Switch,177.8,182.88,30,33,20,20
Malcolm Wellmaker,Cameron Saaiman,-126.0,108.0,True,1.7937,0.0,-234.0,6,10.16,5.08,-3,-2,-14,0,-2,0,1,-2,-3,0.5,-0.7,-0.89,0,2025-04-26,False,Bantamweight,MALE,3,2,0,4,2,15,0,3,0,4,Southpaw,172.72,170.18,0,1,1,0,1,0,1,0,1,Switch,177.8,180.34,30,24,20,20
Jaqueline Amorim,Polyana Viana,-900.0,610.0,True,1.1111,0.0,-1510.0,-3,2.54,-5.08,-1,-5,-10,0,0,-1,3,-2,1,-0.31,2.1,1.41,0,2025-04-26,False,Women's Strawweight,FEMALE,3,2,0,2,6,18,0,1,3,4,Orthodox,165.1,170.18,0,3,3,1,8,0,1,2,3,Orthodox,160.02,172.72,29,32,20,20
Timmy Cuamba,Roberto Romero,-108.0,-108.0,True,1.9259,0.0,0.0,1,2.54,2.54,1,1,6,0,0,0,0,1,1,-1.79,0.0,1.31,0,2025-04-26,False,Featherweight,MALE,3,1,0,0,1,3,0,0,0,0,Orthodox,172.72,177.8,2,0,1,2,9,0,0,0,1,Orthodox,175.26,180.34,26,25,20,20
Chelsea Chandler,Joselyne Edwards,240.0,-295.0,False,0.0,1.339,535.0,5,-5.08,0.0,-3,-2,-17,0,1,-1,-1,1,-2,-1.06,-0.6,-0.42,-1,2025-04-26,False,Women's Bantamweight,FEMALE,3,0,1,3,4,27,0,0,1,5,Orthodox,172.72,177.8,1,0,1,2,10,0,1,0,2,Southpaw,172.72,172.72,34,29,15,14
Cory Sandhagen,Deiveson Figueiredo,-520.0,400.0,True,1.1923,0.0,-920.0,-4,5.08,15.24,-3,0,-5,-5,1,-3,0,0,0,2.23,-1.0,-0.46,-1,2025-05-03,False,Bantamweight,MALE,5,1,0,5,4,49,6,4,4,13,Orthodox,165.1,172.72,1,0,5,4,44,1,5,1,10,Switch,180.34,177.8,33,37,5,4
Reinier de Ridder,Bo Nickal,295.0,-370.0,True,3.95,0.0,665.0,5,5.08,7.62,-4,0,-5,0,-1,-2,-4,0,-4,-0.88,-1.9,-0.54,-2,2025-05-03,False,Middleweight,MALE,3,0,6,6,0,9,0,1,4,6,Southpaw,185.42,193.04,0,2,2,0,4,0,0,2,2,Southpaw,193.04,198.12,34,29,15,13
Santiago Ponzinibbio,Daniel Rodriguez,770.0,-1450.0,False,0.0,1.069,2220.0,0,-2.54,-2.54,3,3,15,0,5,-1,0,0,3,-2.42,-0.1,0.09,0,2025-05-03,False,Welterweight,MALE,3,0,1,4,4,32,0,2,1,9,Southpaw,185.42,187.96,0,1,7,7,47,0,7,0,12,Orthodox,182.88,185.42,38,38,20,20
Montel Jackson,Daniel Marcos,-340.0,240.0,True,1.2941,0.0,-580.0,1,15.24,7.62,4,2,9,0,3,1,3,0,2,-1.88,0.2,1.36,-5,2025-05-03,False,Bantamweight,MALE,3,0,2,3,0,16,0,1,0,5,Orthodox,170.18,175.26,0,5,5,2,25,0,4,1,9,Southpaw,177.8,190.5,33,32,20,15
Cameron Smotherman,Serhiy Sidey,520.0,-850.0,False,0.0,1.1176,1370.0,-1,-7.62,-5.08,-1,0,-3,0,-1,0,0,0,0,-0.42,-1.3,-1.58,0,2025-05-03,False,Bantamweight,MALE,3,0,1,1,1,7,0,1,0,2,Switch,180.34,182.88,0,1,1,1,4,0,0,0,1,Orthodox,175.26,175.26,27,28,20,20
Jeremy Stephens,Mason Jones,1180.0,-2400.0,False,0.0,1.0417,3580.0,8,-7.62,-2.54,14,16,75,0,8,0,0,2,2,-2.83,0.2,-2.37,0,2025-05-03,False,Lightweight,MALE,3,1,0,1,2,11,0,0,0,1,Orthodox,177.8,187.96,3,0,3,18,86,0,8,0,15,Orthodox,175.26,180.34,38,30,20,20
Yana Santos,Miesha Tate,136.0,-174.0,True,2.36,0.0,310.0,-3,7.62,0.0,-8,-3,-36,-5,-1,-5,0,0,-3,1.79,-1.1,-1.19,-2,2025-05-03,False,Women's Bantamweight,FEMALE,3,0,1,5,8,62,6,1,5,13,Orthodox,167.64,165.1,0,1,2,5,26,1,0,0,5,Orthodox,167.64,172.72,35,38,12,10
Ryan Loder,Azamat Bekoev,265.0,-330.0,False,0.0,1.303,595.0,4,10.16,5.08,0,0,1,1,0,0,0,0,0,0.53,1.4,-2.11,0,2025-05-03,False,Middleweight,MALE,3,0,1,1,0,1,0,1,0,1,Orthodox,182.88,182.88,0,1,1,0,2,1,1,0,1,Southpaw,187.96,193.04,33,29,20,20
Marina Rodriguez,Gillian Robertson,220.0,-270.0,False,0.0,1.3704,490.0,9,5.08,2.54,-4,-1,5,0,1,-7,-3,2,1,1.8,-0.6,-2.49,-3,2025-05-03,False,Women's Strawweight,FEMALE,3,0,3,3,6,40,0,2,7,12,Orthodox,165.1,160.02,2,0,4,5,45,0,3,0,8,Orthodox,167.64,165.1,38,29,12,9
Gaston Bolanos,Quang Le,-126.0,108.0,False,0.0,2.08,-234.0,-1,-2.54,0.0,2,-1,2,0,0,0,1,-2,1,0.46,-0.4,-2.24,0,2025-05-03,False,Bantamweight,MALE,3,2,0,0,2,6,0,0,0,0,Orthodox,170.18,177.8,0,1,1,1,8,0,0,0,2,Orthodox,170.18,175.26,32,33,20,20
Thomas Petersen,Don'Tale Mayes,-1450.0,770.0,True,1.069,0.0,-2220.0,-3,-17.78,-12.7,-4,-5,-26,0,-4,1,0,-1,-1,-0.12,0.4,2.42,5,2025-05-03,False,Heavyweight,MALE,3,2,0,2,7,35,0,4,0,6,Orthodox,198.12,205.74,1,0,1,2,9,0,0,1,2,Southpaw,185.42,187.96,30,33,15,20
Juliana Miller,Ivana Petrovic,300.0,-430.0,True,4.0,0.0,730.0,-2,-10.16,-2.54,0,0,-2,0,1,-1,0,1,0,0.74,0.4,0.04,0,2025-05-03,False,Women's Flyweight,FEMALE,3,1,0,1,2,9,0,0,1,1,Southpaw,172.72,177.8,2,0,1,2,7,0,1,0,1,Orthodox,170.18,167.64,28,30,20,20
Belal Muhammad,Jack Della Maddalena,-198.0,166.0,False,0.0,2.66,-364.0,8,-2.54,0.0,7,3,43,1,-2,0,-2,0,-2,-1.14,0.0,2.01,-5,2025-05-10,True,Welterweight,MALE,5,0,8,8,0,16,0,4,1,8,Switch,180.34,185.42,0,6,6,3,59,1,2,1,15,Orthodox,180.34,182.88,36,28,5,0
Valentina Shevchenko,Manon Fiorot,-235.0,180.0,True,1.4255,0.0,-415.0,2,2.54,-5.08,6,3,44,12,2,2,-6,0,2,-2.62,0.3,1.6,-2,2025-05-10,True,Women's Flyweight,FEMALE,5,0,7,7,0,21,0,2,0,7,Orthodox,170.18,165.1,0,1,9,3,65,12,4,2,13,Southpaw,165.1,167.64,37,35,2,0
Jose Aldo,Aiemann Zahabi,-192.0,150.0,False,0.0,2.5,-342.0,1,5.08,-2.54,16,6,73,15,9,0,-5,1,10,-0.89,0.1,0.35,0,2025-05-10,False,Featherweight,MALE,3,0,5,5,2,20,0,2,0,6,Orthodox,172.72,172.72,1,0,15,8,93,15,11,0,22,Orthodox,170.18,177.8,38,37,20,20
Alexa Grasso,Natalia Silva,194.0,-235.0,False,0.0,1.4255,429.0,3,2.54,2.54,2,4,26,3,-2,2,-6,1,-1,-0.7,0.7,-0.03,-4,2025-05-10,False,Women's Flyweight,FEMALE,3,0,6,6,0,16,0,2,0,6,Southpaw,162.56,165.1,1,0,5,4,42,3,0,2,8,Orthodox,165.1,167.64,31,28,5,1
Benoit Saint Denis,Kyle Prepolec,-1400.0,830.0,True,1.0714,0.0,-2230.0,-6,7.62,2.54,5,1,9,0,3,2,0,0,5,2.37,1.8,4.19,-7,2025-05-10,False,Lightweight,MALE,3,2,0,0,2,6,0,0,0,0,Southpaw,177.8,177.8,2,0,5,3,15,0,3,2,5,Southpaw,180.34,185.42,29,35,20,13
Mike Malott,Charles Radtke,-220.0,184.0,True,1.4545,0.0,-404.0,-1,2.54,10.16,2,0,5,0,-1,3,0,0,2,1.52,0.2,-0.36,0,2025-05-10,False,Welterweight,MALE,3,0,1,2,1,6,0,2,0,3,Orthodox,175.26,182.88,0,1,4,1,11,0,1,3,5,Orthodox,185.42,185.42,33,34,20,20
Jessica Andrade,Jasmine Jasudavicius,225.0,-275.0,False,0.0,1.3636,500.0,-3,-15.24,-15.24,9,9,30,4,6,1,-4,1,0,2.9,-0.2,-0.53,-2,2025-05-10,False,Women's Flyweight,FEMALE,3,0,4,4,2,30,0,0,2,8,Orthodox,170.18,172.72,1,0,4,11,60,4,6,3,17,Orthodox,154.94,157.48,33,36,9,7
